"survey_type","province","gender","birth","nationality","religion","religion_freq","edu","edu_status","income","political","floor_area","property_0","property_1","property_2","property_3","property_4","property_5","property_6","property_7","property_8","height_cm","weight_jin","health","health_problem","depression","hukou","hukou_loc","media_1","media_2","media_3","media_4","media_5","media_6","leisure_1","leisure_2","leisure_3","leisure_4","leisure_5","leisure_6","leisure_7","leisure_8","leisure_9","leisure_10","leisure_11","leisure_12","socialize","relax","learn","social_neighbor","social_friend","socia_outing","equity","class","class_10_before","class_10_after","class_14","work_exper","insur_1","insur_2","insur_3","insur_4","family_income","family_m","family_status","house","car","son","daughter","minor_child","marital","marital_1st","s_birth","marital_now","s_edu","s_political","s_hukou","s_income","s_work_exper","f_birth","f_edu","f_political","f_work_14","m_birth","m_edu","m_political","m_work_14","status_peer","status_3_before","view","inc_ability","inc_exp","trust_1","trust_2","trust_3","trust_4","trust_5","trust_6","trust_7","trust_8","trust_9","trust_10","trust_11","trust_12","trust_13","neighbor_familiarity","public_service_1","public_service_2","public_service_3","public_service_4","public_service_5","public_service_6","public_service_7","public_service_8","public_service_9","invest"
2,5,2,1955,1,1,1,1,3.49146364275036,5000,1,65,0,1,1,0,0,0,0,0,0,160,125,4,4,4,1,1,1,1,1,5,1,1,1,5,4,5,5,3,3,5,3,5,3,5,4,4,2,1,2,3,4,5,5,5,6,2,1,1,2,2,10000,3,3,1,2,2,0,0,3,1978,1955,1978,1,1,1,5000,2,1933,1,1,2,1935,1,1,15,2,2,3,2,8000,5,5,5,5,5,4,5,4,4,3,3,3,3,5,100,100,100,90,90,80,80,95,100,1
1,17,1,1951,1,1,1,3,4,20000,1,97,0,0,1,0,0,0,0,0,0,175,125,5,5,5,1,1,3,2,4,5,1,1,1,5,5,2,5,4,5,2,2,5,5,5,2,3,3,7,7,1,4,4,3,5,3,1,1,1,2,2,110000,5,3,1,2,1,2,0,3,1976,1952,1976,3,1,1,4200,1,1924.15254976163,2,1,2,1927.3866213995,1,1,2,1,1,4,2,20000,5,5,4,4,5,4,4,4,4,4,4,4,3,5,80,80,80,80,80,100,70,80,100,1
1,15,1,1961,1,1,1,4,4,15000,1,50,0,1,1,0,0,0,0,0,0,170,130,5,4,4,2,1,2,2,2,4,1,1,2,5,3,5,5,4,4,5,5,5,5,5,2,3,2,3,3,1,1,5,5,5,2,1,1,1,2,2,30000,2,3,1,2,1,0,0,3,1984,1961,1984,6,2,2,15000,5,1932.36817050032,1.79989873157281,1,2,1932.81666692409,1.29269332179388,1,2,2,2,3,3,1e+05,3,2.56583650929455,4,4,3,3,2,3,3,2,2.39835031194839,3,1,5,60,60,53.8851793156984,60,20,80,80,70,80,1
1,12,2,1933,1,1,1,1,3.04264260744472,48000,1,100,0,1,0,0,0,0,0,0,0,155,100,4,4,5,5,1,4,1,1,4,1,1,1,5,5,1,5,5,5,5,5,5,5,5,4,5,1,1,1,1,4,5,4.48430553748379,5,3.86984209373504,5,1,1,2,2,69644.2180416839,2,3,10,2,0,3,0,7,1961.98887216227,1941.19829906567,1962.28394771818,4.82817375663197,1.69206333985458,4.82513170590899,24301.1056911305,4.75270231397717,1916.12637101674,4,1,1,1921.51782185437,3,1,1,3,1,4,2,48000,4,2,2.55731699818496,2.94519017910761,5,5,1,3.74853616936729,3.19639418602929,3.11328177407946,2.56890508124331,3.20253310389724,1,4,90,88,84.9826705437215,90,83.9647721288034,90,90,88.1320865986028,88.3052767654735,1
1,10,1,1984,1,1,3,4,4,30000,1,160,0,1,0,0,0,0,0,0,0,186,170,4,5,4,1,1,1,1,1,2,5,1,4,5,5,5,5,5,5,1,5,5,5,1,1,4,1,4.53616514323104,4.55651798380441,1,5,1,1,4,1,1,1,1,2,2,60000,3,3,1,2,1,0,1,3,2007,1985,2007,4,1,1,30000,1,1955,6,4,3,1955,1,1,2,2,2,4,2,60000,5,5,5,5,5,5,5,5,5,4,4,5,5,3,100,80,100,80,90,80,70,70,70,1
1,4,1,1997,1,1,1,6,1,0,2,60,0,0,0,0,0,0,0,0,1,170,120,4,4,4,2,3,1,3,1,1,5,1,5,5,5,1,4,4,5,1,1,5,5,1,4,5,5,3,3,1,3.24910454053615,10,10,10,10,6,1,2,2,2,42205.7961209796,3,5,1.10282130365331,1,0,0,0.971565462905073,1,2010.21065262983,1987.03860476111,2010.91206408496,6.79954656802929,1.77710331382493,1.97985108785736,18400.1982691706,1.2183536637776,1968,12,1,10,1970,13,1,1,1,2,3.52337474401282,2.05900848204149,1e+06,3,3,3.24825152823281,2.94519017910761,4,2,3.09706615251147,5,3,3,3.03696225779955,5,3,4,75.5626118740085,75.4624981427694,73.6460442617872,75.0478609690664,70.3370044489315,74.4850356668554,74.4269973645916,75.5445097839849,75.6194010307843,1
1,5,1,1985,1,1,1,10,4,80000,1,90,0,0,0,0,0,1,0,0,0,180,150,4,5,5,2,3,2,2,1,3,3,1,2,2,2,3,3,3,2,2,2,2,5,1,2,3,3,7,3,1,4,5,3,6,3,1,1,1,2,2,1e+05,5,4,1,1,0,1,1,3,2009,1985,2009,10,1,2,20000,1,1958,7,1,2.12314247049424,1955,3,1,3.69620049688048,2,1,3,2,1e+05,4,3,3,3,4,4,3,4,3,3,3,3.11373855333748,1,4,50,60,50,60,40,60,70,60,70,1
1,31,2,1944,1,1,1,4,4,12000,1,34,0,1,0,0,0,0,0,0,0,160,140,3,4,5,2,1,1,1,1,4,1,1,1,5,3,5,5,5,5,5,5,5,5,5,1,5,1,4.20338563070211,5.18811073810105,1,3,5,2,5.58313580327583,6,5,1,1,2,2,30000,2,3,1,2,2,1,0,3,1961.98887216227,1943,1962.28394771818,4,1,2,15000,5,1915.10472941713,1,1,2,1921.51782185437,1,1,2,3,1,3.81220636634003,2.31500898897404,10000,3,3,3,3,5,5,3,4,3.21791711006284,3.06560061465917,2.94932180836135,3.11373855333748,1,2,50,50,52.5214512391284,54.8977960804999,44.2163588286282,52.2258332936706,48.9721942752412,55.9616177867133,54.9893018494259,1
1,5,1,1950,1,0,1,4,4,30000,1,40,0,0,1,0,0,0,0,0,0,170,160,3,5,5,2,3,1,1,5,5,4,1,1,5,4,5,4,4,4,2,2,4,5,2,2,4,2,7,5,2,3,5,6,4,5,5,1,1,2,2,6e+05,2,3,1,2,2,0,0,3,1974,1952,1974,4,1,2,30000,1,1925,2,1,1,1925,1,1,15,2,2,5,1,30000,2,2,2.46470448190352,2.04520591646319,3,3,3,4,2.2639309043058,2,2.08580558583317,2.45142651385978,2,4,100,100,100,100,100,100,100,100,100,1
1,7,2,1954,1,1,1,10,4,24000,4,57,0,0,1,0,0,0,0,0,0,160,130,4,4,4,2,1,3,3,3,4,1,1,1,5,4,2,5,4,4,4,1,5,5,5,1,4,2,4.71942891857689,5.2989998539552,1,3,6,4,5,2,5,1,1,2,2,63600,2,3,1,2,0,1,0,3,1982,1952,1982,8,1,2,39600,5,1929.3285584368,2,1,11,1931.32061995385,2,1,15,1,1,4,3,50000,4,3,3.28492753196764,2.94519017910761,4,4,3,3,3.37053344504103,4,3.46098324951627,3.40434593626053,1,3,90,90,80,90,90,80,70,80,90,1
1,15,2,1965,1,1,1,4,4,3600,1,100,0,1,1,0,0,0,0,0,0,158,125,4,5,5,1,1,1,1,3,5,1,1,1,5,2,4,5,4,1,1,4,5,1,5,5,5,1,1,3,1,2,6,4,7,3,2,1,2,2,2,75000,1,3,1,2,1,0,0,3,1989,1967,1989,4,1,1,30000,1,1933,1,1,2,1933,1,1,2,2,2,3,2,13000,5,4,3,4,5,5,4,4,3,3,4,4,3,5,60,50,50,70,50,60,60,60,60,1
2,23,2,1982,1,0,3,3,4,2500,1,333,0,1,1,1,0,0,0,0,0,157,130,2,3,3,1,1,1,1,1,4,3,3,2,5,4,5,5,5,5,5,4,5,4,4,1,4,2,4.44166255813977,4.67873074452833,1,3,3,1,3,2,3,1,1,2,2,5000,3,2,1,2,1,1,2,3,1998,1987,1998,1,1,1,2500,1,1953,4,1,2,1962,1,1,2,3,1,3,2,10000,2,2,2,2,5,2,2,2,3,2,2,2,1,5,100,100,80,100,90,100,100,70,80,1
2,18,1,1969,1,0,4,4,4,35000,4,120,0,1,0,0,0,0,0,0,0,175,175,5,5,5,1,1,2,2,1,5,1,3,1,5,3,3,5,4,3,3,3,5,5,5,4,3,3,1,3,1,2,5,5,7,2,2,1,1,2,2,50000,5,2,1,2,1,1,1,3,1992,1968,1992,3,1,1,0,3,1945,6,1,2,1948,3,1,2,2,2,4,2,55000,4,3,3,3,5,3,3,3,3,3,3.22020961924277,3,2,5,50,25,0,45,15,55,55,0,55,1
2,2,1,1996,4,0,2,6,4,5000,4,300,0,0,0,0,1,0,0,0,0,180,120,5,5,5,6,1,1,1,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,6,6,3.17899815560521,4,5,5,9,5,1,1,2,2,2,1e+06,3,4,30,1,0,0,0.971565462905073,1,2010.21065262983,1987.03860476111,2010.91206408496,7.67462483363365,1.38519721334646,3.65626241124701,295368.281746032,1.26997962882392,1969,3,1,10,1969,4,1,10,2,2,4,2,10490649.3316999,4,4,4,4,4,4,3,3,3,3,3,3,2,5,100,100,100,100,100,100,100,100,100,1
2,21,2,1954,1,0,9,3,4,0,1,234,0,0,0,1,0,0,0,0,0,156,130,2,3,4,1,1,1,1,1,5,1,1,1,5,2,5,5,4,4,4,3,5,4,5,2,3,1,2,2,2,3,5,3,6,3,4,1,2,2,2,1e+05,4,3,1,2,1,1,0,7,1980,1956.28156073864,1993.81069319722,3.54760296449176,1.21342291758395,1.09406739150784,39220.9038046592,2.94140142778856,1939,1,1,2,1943,1,1,2,2,1,4,2,70000,5,4,4,4,5,3.81187245685891,3,3,3,3.88217141205711,4,3.81924742766478,2,4,80,80,80,80,80,80,70,80,70,1
1,13,1,1960,1,1,1,8,4,5000,1,100,0,0,0,1,0,0,0,0,0,176,154,4,5,5,5,1,5,2,3,4,1,2,1,4,4,1,4,4,4,3,5,5,5,1,2,3,2,6,6,1,2,5,7,5.61382687990262,5,1,1,1,1,2,10000,3,2,1,1,0,1,1,3,1986,1986,1962,8,1,5,7000,5,1933,7,4,1,1932,3,1,5,2,2,5,2,50000,3,3,5,4,4,3,2,3,3,4,4,4,3,3,60,60,60,60,50,60,70,70,60,1
1,4,2,1945,4,0,4,6,4,38000,1,115,0,0,0,1,0,0,0,0,0,162,122,2,5,2,2,3,4,4,2,5,5,1,1,4,4,2,4,4,4,3,5,4,4,2,3,4,4,6,6,6,4,4,4,4,2,5,1,1,2,2,90000,2,3,2,2,2,1,0,3,1966,1938,1966,12,4,2,50000,5,1925,12,1,12,1922,4,1,12,2,2,3,2,50000,5,5,5,5,5,5,5,5,5,4.57299205402165,4.66664019234265,5,3.01916155139858,4,80,80,80,80,80,80,80,80,80,1
2,6,1,1944,1,1,1,1,2.90575816512349,20000,1,180,0,1,1,0,0,0,0,0,0,168,118,3,3,3,1,1,1,1,1,3,1,1,1,1,1,1,1,5,4,5,5,5,5,5,2,3,1,3,4,2,3,4,5,6,4,3,1,2,2,2,20000,2,3,1,2,0,2,0,3,1969,1952,1969,1,1,1,15885.1076310219,3,1920.41785830082,1,1,2,1923.58845118488,1,1,2,3,2,3,2,50000,5,4,5,4,5,4,3.18416125785925,3.94958537235029,3.30370868164718,3.03642418835835,2.94932180836135,3.19770859079066,1,5,80,90,80,70,80,80,90,90,70,1
1,1,2,1922,4,0,2,4,4,39600,1,79,0,0,0,0,0,0,0,0,1,150,85,1,1,3,2,1,1,1,2,2,1,1,1,5,5,4,5,4,5,5,5,5,5,5,1,3,1,5.23239750973677,5.48142214261988,1,4,4,4,4,4,5,1,1,2,2,150000,4,2,1,2,3,0,0,7,1961.98887216227,1941.19829906567,1962.28394771818,4.83904546807019,1.47031385745292,1.97985108785736,69081.2142646102,4.75270231397717,1916.12637101674,3,1,4.69763772656031,1921.51782185437,3,1,7.71457476943347,3,2,3,3,50000,4,4,4,3,4,4,3,4,3,3,4,3,2,5,80,80,60,85,80,50,80,80,70,1
2,31,2,1943,1,1,1,3,4,10660,1,80,0,1,1,0,0,0,0,0,0,165,100,1,5,1,1,1,1,1,1,5,1,1,1,5,1,5,5,4,5,5,5,5,5,5,4,4,1,1,6,1,5,10,1,10,1,3,1,2,1.97659734790622,1.99200177551029,21320,2,3,1,2,2,3,0,3,1959,1938,1959,4,1,1,10660,3,1916.12637101674,4,1,16,1921.51782185437,1.93211561917073,1,15,2,2,5,2,20000,5,5,5,5,5,5,1,5,5,5,4.06315256365831,4.12876642200451,1,1,100,100,100,100,100,100,100,100,100,1
1,12,1,1983,1,1,1,6,4,0,1,110,0,0,0,0,0,0,0,0,1,178,120,3,4,4,5,3,2,2,2,4,2,4,1,3,3,2,4,3,3,4,5,5,1,1,3,3,3,3,3,3,4,4,1,7,2,1,1,1,2,2,0,4,3,1,2,1,0,1,3,2007,1984,2007,4,1,4,0,1,1952.53533980628,4,1,5,1954,1,1,15,3,2,3,2,1e+06,4,3,3,3,4,4,3,4,3,4,3,3,3,3,70,60,60,70,70,70,80,70,70,1
2,9,2,1962,1,1,1,4,4,20000,1,200,0,1,0,0,0,0,0,0,0,160,110,3,2,3,1,1,1,1,2,4,1,1,1,5,5,5,5,3,3,5,4,5,5,5,4,4,1,3,3,6,4,5,1,6,6,2,1,1,2,2,20000,1,1,1,2,1,2,0,7,1984,1962.2012652138,1993.81069319722,3.17176640459914,1.05535793375843,1.09406739150784,15885.1076310219,2.57030495658887,1940,2,4,3,1941,3,1,2,2,3,5,2,30000,5,5,5,5,5,4.28468914340892,4,4,5,4,3.79182308077869,3.93399380447638,2,5,100,90,90,90,90,100,100,90,80,1
2,29,2,1996,1,0,1,12,1,0,2,120,0,0,0,0,1,0,0,0,0,158,140,4,5,4,1,1,2,3,3,3,4,4,3,4,4,4,4,4,4,4,4,5,5,1,3,2,2,4,5,2,4,4,3,5,3,6,1,2,2,2,20000,4,3,1,2,0,0,0.971586075349893,1,2010.21065262983,1987.03860476111,2010.91206408496,10.0192586401946,1.39080245956411,1.09406739150784,15885.1076310219,1.2641903942361,1969,4,1,2,1969,4,1,2,2,2,4,2,60000,4,4,4,4,5,4,4,5,5,4,3.98960942871346,3.93399380447638,4,4,85,85,85,85,85,85,85,85,85,1
2,18,2,1968,1,1,1,1,3.45757236910452,0,1,200,0,1,1,0,0,0,0,0,0,158,124,5,5,5,1,1,1,1,1,4,1,1,1,5,4,5,5,3,3,3,3,5,3,5,2,3,2,3,3,1,2,5,4,5,4,4,1,2,2,2,50000,3,3,2,2,1,2,0,3,1988,1969,1988,3,1,1,10000,1,1931,1,1,2,1933,1,1,2,2,2,4,2,10000,3,3,3,3,4,3,3,3,3,3,3,3,3,4,80,80,80,80,80,80,50,80,80,1
1,4,1,1954,1,1,1,7,4,50000,1,64,0,1,0,0,0,0,0,0,0,169,130,3,4,5,2,1,2,2,4,4,5,1,1,5,2,5,5,4,4,1,1,5,5,1,2,3,1,3,6,1,1,4,3,4,1,5,1,1,2,2,80000,2,2.73420187047958,1,2,1,0,0,3,1981,1953,1981,4,4,2,30000,1,1910.47366756726,2.17421728089136,1,16,1911,1,1,15,2,1,3.57958109180783,3,130404.19698264,4,3,3.19246721450732,2.94519017910761,5,4,3,2,2,2,2.08580558583317,2,2,4,75,90,60,91.3096705632455,95,90,87.4782296068405,90,87.4517145653996,1
1,1,2,1947,1,1,1,10,4,44400,1,60,0,1,1,0,0,0,0,0,0,160,98,4,4,4,5,1,2,2,3,4,3,2,2,5,4,4,4,4,4,4,1,3,4,4,2,3,2,5,5,2,4,3,4,3,2,5,1,1,2,2,91200,1,3,1,2,0,2,0,3,1970,1941,1970,6,1,5,46800,5,1909,3,1,2,1915,3,1,2,2,2,4,2,5126017.08639909,4,2,3,4,3,4,3,4,3,3,3,3,1,3,90,90,90,90,90,90,90,90,90,1
2,2,2,1968,8,1,1,4,4,10000,1.05762984702062,266,0,0,1,0,0,0,0,0,0,165,100,4,4,4,1,1,3,3,3,4,1,1,2,4,2,3,4,3,2,2,3,5,5,5,2,3,2,5,5,2,4,6,4,8,3,3,1,1,2,2,85000,4,3,2,1,1,1,0,3,1988,1966,1988,4,1,1,20000,3,1937.4553933141,3,1,2,1940.05369498981,3,1,2,2,1,3,2,60000,5,5,5,5,5,4,2,4,4,4,4,4,3,5,100,100,100,100,90,90,65,65,80,1
1,24,1,1971,1,1,1,12,4,1e+05,1,100,0,0,0,0,0,0,0,1,0,170,150,5,5,5,4,1,1,1,1,3,5,1,2,4,5,5,4,4,3,5,3,5,5,1,3,4,4,5,3,5,4,6,4,7,3,1,1,1,2,2,250000,5,4,1.33782921115408,1,1,0,1,3,2002,1974,2002,13,4,2,1e+05,1,1944.65848266407,4,1,2,1947.58115690296,3,1,2,2,2,4,2,2e+05,4,4,4,4,5,5,3,4,4,5,5,5,3,4,60,40,60,60,70,60,60,40,50,1
1,6,1,1968,1,1,1,4,4,24873.4081061158,1,105,0,0,0,0,0,0,0,0,0,173,125,3,4,4,2,1,3,2,2,4,1,1,2,4,4,3,4,4,4,4,4,4,4,5,2,3,2,5,5,2,1,4,3,4,3,5,1,1,2,2,47170.8647754198,3,2,1,2,1,0,0,3,1993,1970,1993,4,1,1,20849.0113164892,1,1938,1,1,1,1952,1,1,5,3,2,4,3,2e+05,4,4,4,4,4,4,3,3,3,3.0298823251508,2.94932180836135,3.13702968847437,2,4,44,45,45,43,30,37,30,50,38,1
2,19,1,1968,1,1,1,3,3,2e+05,1,96,0,1,0,0,0,0,0,0,0,160,130,2,2,2,1,1,4,4,4,5,2,1,1,4,3,1,5,4,3,5,1,5,5,4,4,4,5,3,2,4,3,4,5,6,9,1,1,1,2,2,2e+05,3,3,1,2,0,1,0,3,1993,1970,1993,3,1,2,150000,1,1938.40866874139,1,1,6,1940.05369498981,1,1,2,2,2,5,2,186562.027848053,5,4.7839127708963,5,5,5,3,2,5,1,3,3,3,2,5,90,60,40,70,70,80,90,90,90,1
2,16,1,1949,1,1,1,4,4,40000,2,60,0,0,0,0,0,0,0,0,1,168,140,4,4,4,4,1,3,3,1,5,1,1,1,5,4,4,5,4,4,5,4,5,5,5,2,3,3,6,6,2,4,4,3,3,2,5,1,1,1,2,40000,2,3,0,2,2,1,0,3,1972,1953,1972,1,1,1,0,5,1921.6338846075,1,1,2,1923.58845118488,1,1,2,1,1,4,2,50000,5,2,3,2,5,5,2,5,5,2,2,5,1,5,100,70,90,90,60,70,80,90,80,1
2,13,1,1977,6,1,1,4,4,10000,1,128,0,1,0,0,0,0,0,0,0,160,130,4,3,3,1,1,2,2,1,3,1,1,2,5,1,4,5,3,3,5,5,5,5,5,3,4,1,3,5,1,2,3,2,3.86748246854701,1,2,1,2,2,2,20000,5,2,1,2,1,1,2,3,2009,1978,2009,3,1,1,10000,2,1949,3,1,2,1955,3,1,2,3,2,4,4,30000,5,2,4,2,4,3.59282688040889,2,4,2,2.15180949976967,2.08580558583317,2.17670907088218,2,5,70,80,20,30,10,70,70,10,50,1
2,22,1,1969,1,1,1,3,2,20000,1,85,0,1,0,0,0,0,0,0,0,173,126,3,3,2,1,1,1,1,1,1,1,1,5,4,4,5,5,4,4,4,4,4,4,4,3,3,1,3,5,1,4,4,4,5,4,3,1,1,2,2,20000,1,1,1,2,1,0,1,7,1998,1971.76058999276,1998.42304838805,3.4887912969252,1.12111872471428,1.09406739150784,15885.1076310219,2.33204662916252,1919,3,1,2,1926,1,1,2,3,1,3,2,1e+07,5,5,3,3,3,4,3,4,4,3.51938372097247,3.39823929099763,3.43850309401576,2,4,100,100,100,100,100,70,100,100,70,1
1,4,1,1987,1,1,1,8,4,120000,1,57,0,0,0,0,0,0,0,0,1,170,135,4,4,5,1,4,2,2,2,4,5,2,1,4,3,4,4,4,4,4,5,5,5,1,2,4,2,7,2,3,2,6,2,8,4,1,1,2,2,2,120000,3,3,1,2,1,0,1,3,2011,1990,2011,4,1,1,0,6,1955,6,1,2,1958,6,1,2,2,1,3,2,1e+05,3,3,4,4,5,3,3,3,3,2,2.08580558583317,2.64877919858889,2,3,70,80,80,60,70,70,70,70,70,1
2,6,2,1947,1,1,1,3,4,2000,1,120,0,1,0,0,0,0,0,0,0,155,120,4,4,4,1,1,1,1,1,3,1,1,2,5,5,5,5,5,5,5,5,5,5,5,3,2,1,3,3,1,2,5,5,5,5,3,1,1,2,2,3000,1,3,1,2,1,0,0,7,1972.94763381325,1947.93048470469,1974.8219592377,2.98570234831329,1.31496670197297,1.32686813488504,15885.1076310219,3.07977805116519,1920.36240190985,1,1,16,1923.58845118488,1,1,16,2,2,4,2,8000,2,2,2,2,2,2,2,3,3,3,3,3,3,4,70,70,70,70,70,70,70,70,70,1
1,31,1,1974,1,1,1,4,4,1400,1,40,0,0,0,0,1,0,0,0,0,166,105,2,2,3,2,1,2,2,4,5,1,1,1,5,2,5,4,4,4,2,5,5,5,5,2,2,1,3,5,1,4,1,1,2,1,5,1,1,2,2,5000,3,1,0,2,1,0,1,3,1997,1973,1997,4,1,2,0,5,1950,6,4,1,1951,3,1,15,3,1,4,3,24000,4,4,4,3,4,4,4,4,4,3.86920617653175,3.83029280542653,4,3,5,80,80,70,70,0,60,70,80,50,1
1,16,2,1992,1,1,1,10,4,30000,1,900,0,0,0,0,1,0,0,0,0,162,95,4,4,4,1,3,2,3,2,3,5,2,2,3,3,3,4,3,2,2,2,4,3,1,4,4,4,3,2,3,4,4,2,6,3,5,1,2,2,2,10000,4,3,2,2,0,0,0.971586075349893,1,2010.21065262983,1987.03860476111,2010.91206408496,7.50614811741095,1.77705780647498,1.09406739150784,15885.1076310219,1.34401493538224,1970,4,1,9,1973,3,1,9,2,1,3,2.26088864085804,1e+05,4,4,4,4,5,2,2,4,2,4,4,4,1,3,90,70,60,80,60,70,85,90,70,1
2,31,1,1955,1,1,1,4,4,20000,4,40,0,1,1,0,0,0,0,0,0,164,110,4,4,3,1,1,4,4,4,5,1,1,1,5,3,2,4,4,4,4,1,5,5,5,2,4,4,5,5,2,3,7,6,8,3,2,1,1,2,2,40000,2,3,1,2,0,2,0,3,1978,1955,1978,3,1,1,20000,4,1904,1,1,2,1910,1,1,2,2,1,4,2,60000,4,3,3,3,4,4,4,4,3,4,4,4,3,4,70,75,65,60,70,65,80,75,70,1
2,9,2,1954,1,1,1,6,4,0,1,200,0,1,1,0,0,0,0,0,0,150,90,1,2,2,1,1,1,1,1,1,1,1,5,5,5,5,5,4,4,5,5,5,5,5,1,3,1,4.09595297408419,4.95050467749499,1,2,3,5,3.71341497180086,5,3,1,1,2,2,10000,2,1,1,2,1,1,0,3,1978,1964,1978,6,1,1,10000,3,1930.32428203559,1,1,2,1932.81666692409,1,1,2,3,3,3.52381865047299,2,20000,4,4,4,4,4,3.80427338636663,3,4,4,3,4,3,2,5,70,60,60,60,60,50,50,60,60,1
2,15,1,1952,1,1,1,3,4,25000,1,200,0,1,0,0,0,0,0,0,0,168,125,3,5,4,4,1,2,1,1,4,1,1,1,5,3,2,5,4,4,5,1,5,5,5,4,4,1,1,6,1,3,5,7,6,4,5,1,1,2,2,60000,4,1,2,2,1,0,0,3,1976,1952,1976,3,1,4,20000,5,1928,3,1,2,1928,3,1,2,2,2,2,3,40000,4,3,4,3,5,3,3,3.53137918886907,4,3,3,3,2,5,80,80,80,80,85,80,70,90,90,1
1,19,1,1960,1,1,1,4,4,20000,1,38,0,1,0,0,0,0,0,0,0,170,115,4,5,5,5,2,5,1,1,3,1,2,2,5,5,1,4,4,4,4,4,4,5,5,2,4,2,4,4,2,3,2,2,2,2,5,1,1,1.97659734790622,1.95104082216343,50000,3,2,1,2,0,1,0,3,1987,1960,1987,3,1,5,25000,1,1935,1,1,4,1937,1.23002739625028,1,15,3,3,5,4,40000,4,3,4,4,4,2,2,3,3,4,3.01037664720475,3.10599402782032,1,4,75,90,75,75,80,85,80,80,80,1
1,9,1,1954,1,1,1,4,4,30000,1,208,0,1,0,0,0,0,0,0,0,165,130,4,5,5,1,2,4,4,1,4,4,1,1,5,4,1,5,4,4,4,4,5,5,1,2,3,2,2,2,1,4,5,7,5,2,1,1,1,2,2,60000,2,3,1,2,1,1,0,3,1978,1954,1978,4,1,1,30000,1,1930,3,4,1,1928,3,1,2,2,2,4,2,10,5,4,4,4,5,4,3,4,3,4,3,3,2,5,90,90,90,90,90,80,90,90,90,1
2,2,2,1970,4,0,4,3,2,5000,1,150,0,0,1,0,0,0,0,0,0,150,130,2,3,5,1,2,1,1,1,5,1,1,1,5,3,5,5,4,4,5,5,5,5,5,2,2,1,3,5,1,4,4,1,7,1,4,1,1,2,2,12000,3,3,2,2,0,2,0,3,1990,1964,1990,4,1,1,10000,3,1944.65848266407,1,1,2,1947.36809589626,1,1,2,3,1,4,2.46585268600166,40000,5,5,5,4,5,4,3,3,4,3,4,4,3,4,100,100,80,100,70,100,100,100,70,1
2,29,2,1977,1,1,1,4,4,0,1,20,0,0,0,0,0,0,0,0,1,155,110,3,5,3,1,1,3,2,1,5,5,3,1,4,2,4,4,4,4,3,5,5,1,1,3,1,2,2,7,1,4,5,1,5,8,2,1,1,2,2,15000,3,2,1,2,1,1,2,3,1999,1972,1999,4,1,1,15000,1,1946,1,1,2,1944,1,1,2,3,3,2,2,50000,4,4,4,4,5,4,4,4,4,4,4,4,1,4,80,90,90,90,90,90,90,90,90,1
2,31,2,1979,1,1,1,4,2,10000,1,50,0,0,0,0,0,0,0,0,0,164,98,1,2,3,1,1,1,1,3,4,1,1,2,5,5,5,5,4,5,2,5,5,5,5,3,1,1,7,7,1,2,3,1,4,5,3,1,1,2,2,10000,4,3,1,1,1,1,2,3,1997,1997,1997,4,1,1,10000,3,1954,3,1,2,1954,1,1,2,2,1,4,2,40000,3,4,4,4,5,5,3,3,2,4,2,1,1,4,100,60,60,80,60,90,90,60,80,1
2,6,1,1965,1,1,1,3,2,5000,1,100,0,1,0,0,0,0,0,0,0,168,130,2,3,3,1,1,2,2,3,3,1,1,1,5,4,4,4,4,4,3,4,5,4,5,2,3,1,2,2,1,4,4,2,5,3,2,1,1,2,2,5000,2,2,1,2,0,0,0.123769513415606,1,1987.500078993,1964.64479753218,1988.86599982024,2.98570234831329,1.05455205983293,1.09406739150784,15885.1076310219,2.52928580630258,1947.3904070745,2,1,16,1949,1,1,2,2,2,3,2,20000,4,3,4,4,5,4,4,3,3,3,3,3,2,4,70,70,70,80,70,80,80,70,80,1
1,21,1,1941,1,1,1,3,4,900,1,60,0,1,0,0,0,0,0,0,0,165,98,2,4,4,1,4,4,2,1,2,1,1,5,5,5,2,4,5,5,5,5,5,5,5,2,4,3,7,6,1,4,5,5,5,3,5,1,1,2,2,800,1,1,1,2,4,0,0,7,1962,1942.39461376546,1962.28394771818,2.98570234831329,1.05268818853258,1.09115384917075,15885.1076310219,4.02209217642641,1916.12637101674,1.79989873157281,1,2,1921.51782185437,1,1,2,3,2,2,4,2000,3,3,3,3,4,3,3,3,2,3,2.94932180836135,3,4,2,80,40,30,80,50,30,40,30,60,1
1,7,1,1970,1,1,1,6,2,50000,4,67,0,1,0,0,0,0,0,0,0,183,160,5,5,5,2,1,1,1,1,5,5,1,1,5,3,5,5,4,4,5,5,5,5,1,1,3,2,5.31172957509769,4.71842274570918,1,4,5,4,6,3,1,1,1,2,2,80000,3,3,2,1,1,0,1,3,1997,1971,1997,8,1,2,30000,1,1936,2,1,16,1938,2,1,15,2,2,4,2,80000,3,2,2.34756856934341,2.04520591646319,4,4,3,3,2,2.15180949976967,2.08580558583317,2.20779265270201,1,3,80,70,80,80,80,80,80,80,80,1
